data,PM10,PTS,NO2,O3,SO2,"PM 2,5",CO,Tº,DV,PP,PA,VV,RS,UR
12/01/21 03:30,,,3.25,46.25,0.95,,0.27,21.92,135.94,3.4,,1.37,4.76,90.13
12/01/21 04:30,,,3.86,40.36,0.95,,0.28,21.82,100.21,0.2,,0.68,4.8,90.01
12/01/21 05:30,,,13.9,28.36,0.78,,0.33,22.43,130.71,0,,0.45,13.65,89.27
12/01/21 06:30,,,18.88,19.01,0.89,,0.41,24.06,116.67,0,,1.38,96.42,83.02
12/01/21 07:30,,,11.54,24.88,1.04,5,3.43,25.89,117.09,0,,1.98,287.68,73.86
12/01/21 08:30,,,11.97,23.99,1.24,4,0.52,26.62,60.95,0,,1.32,370.96,70.11
12/01/21 09:30,,,10.52,28.2,1.55,,0.44,28.41,32.38,0,,1.58,647.4,64.68
12/01/21 10:30,,,7.44,37.85,1.82,,0.37,29.83,34.72,0,,1.59,856.62,58.44
12/01/21 11:30,,,6.34,46.93,1.5,,0.25,31.55,63.71,0,,1.32,899.06,50.75
12/01/21 12:30,,,8.34,55.27,0.66,3,0.33,33.1,59.6,0,,1.69,841.16,46.17
12/01/21 13:30,,,10.92,59.01,0.83,4,2.27,32.38,51.6,0,,1.52,345.96,47.1
12/01/21 14:30,,,12.44,60.61,0.89,5,0.54,31.32,33.29,0,,1.37,186.3,50.52
12/01/21 15:30,,,10.71,59.58,0.88,5,0.52,31.14,88.97,0,,1.08,190.21,51.35
12/01/21 16:30,,,16.83,51.03,1.31,4,0.69,30.53,108.07,0,,1.7,91.77,53.58
12/01/21 17:30,,,16.27,43.14,1.3,4,0.63,29.14,128.68,0,,2.48,94.31,60
12/01/21 18:30,,,15.76,40.11,1.15,5,0.69,28.35,122.9,0,,2,18,62.38
12/01/21 19:30,,,14.18,34.53,1.3,6,0.5,27.06,122.05,0,,1.97,1.87,67.09
12/01/21 20:30,,,9.05,37.01,1.27,4,0.44,26.41,119.72,0,,1.84,2.18,68.8
12/01/21 21:30,,,9.6,38.47,1.18,7,0.44,26.11,119.86,0,,1.77,2.36,68.99
12/01/21 22:30,,,6.75,38.12,1.11,6,0.43,25.92,123.93,0,,1.89,2.45,71.59
12/01/21 23:30,,,10.16,28.13,1.06,4,0.41,25.28,114.08,0,,1.34,1.63,75.32
13/01/21 00:30,,,8.5,24.48,1.08,5,0.3,24.41,109.95,0,,0.97,1.4,80.09
13/01/21 01:30,,,14.73,21.29,1.05,4,0.33,24.27,113.97,0,,1.16,3.75,80.67
13/01/21 02:30,,,10.7,23.16,0.88,3,0.34,24.56,116.97,0,,1.16,4.51,77.88
13/01/21 03:30,,,10.33,25.39,1.12,6,0.32,24.68,117.5,0,,1.76,3.6,73.59
13/01/21 04:30,,,5.94,31.38,0.97,6,0.28,24.14,113.92,0,,1.94,2.2,75.51
13/01/21 05:30,,,6.63,28.87,0.86,3,0.27,23.75,122.3,0,,1.98,10.77,76.55
13/01/21 06:30,,,9.39,25.99,1.02,,0.36,24.8,118.23,0,,2.49,117.65,71.65
13/01/21 07:30,,,10.65,25.05,1.03,4,0.35,25.21,120.34,0,,3.07,253.72,70.14
13/01/21 08:30,,,8.02,27.83,0.74,4,0.29,27.06,127.38,0,,2.48,534.31,63.68
13/01/21 09:30,,,7.37,31.6,0.84,,0.38,28.11,123.47,0,,2.14,544.61,59.06
13/01/21 10:30,,,5.83,36.12,0.8,5,0.32,28.54,107.35,0,,2.2,667.48,56.85
13/01/21 11:30,,,5.69,37.77,0.74,6,0.31,29.66,121.49,0,,2.6,704.59,53.1
13/01/21 12:30,,,4.700194115,,,4,,,,,,,,
13/01/21 13:30,,,3.760155292,,,2,,,,,,,,
13/01/21 14:30,,,4.230174704,,,1,,,,,,,,
13/01/21 15:30,,,6.11025235,,,2,,,,,,,,
13/01/21 16:30,,,6.580271761,,,4,,,,,,,,
13/01/21 17:30,,,9.40038823,,,6,,,,,,,,
13/01/21 18:30,,,8.460349407,,,5,,,,,,,,
13/01/21 19:30,,,10.34042705,,,11,,,,,,,,
13/01/21 20:30,,,13.16054352,,,8,,,,,,,,
13/01/21 21:30,,,9.40038823,,,12,,,,,,,,
13/01/21 22:30,,,8.460349407,,,9,,,,,,,,
13/01/21 23:30,,,12.69052411,,,9,,,,,,,,
14/01/21 00:30,,,10.34042705,,,6,,,,,,,,
14/01/21 01:30,,,20.2108347,,,8,,,,,,,,
14/01/21 02:30,,,9.870407642,,,6,,,,,,,,
14/01/21 03:30,,,5.640232938,,,3,,,,,,,,
14/01/21 04:30,,,5.170213527,,,6,,,,,,,,
14/01/21 05:30,,,10.81044647,,,4,,,,,,,,
14/01/21 06:30,,,10.34042705,,,7,,,,,,,,
14/01/21 07:30,,,7.520310584,,,5,,,,,,,,
14/01/21 08:30,,,6.11025235,,,6,,,,,,,,
14/01/21 09:30,,,5.640232938,,,4,,,,,,,,
14/01/21 10:30,,,5.640232938,,,6,,,,,,,,
14/01/21 11:30,,,5.170213527,,,5,,,,,,,,
14/01/21 12:30,,,7.050291173,,,6,,,,,,,,
14/01/21 13:30,,,4.700194115,,,7,,,,,,,,
14/01/21 14:30,,,5.640232938,,,7,,,,,,,,
14/01/21 15:30,,,5.640232938,,,8,,,,,,,,
14/01/21 16:30,,,4.700194115,,,8,,,,,,,,
14/01/21 17:30,,,7.520310584,,,8,,,,,,,,
14/01/21 18:30,,,12.2205047,,,14,,,,,,,,
14/01/21 19:30,,,,,,14,,,,,,,,
14/01/21 20:30,,,10.11,39.79,0.75,20,0.37,26.99,131.47,0,,2,1.12,55.37
14/01/21 21:30,,,9.36,39.66,0.91,12,0.21,26.14,118.93,0,,1.91,1.27,58.93
14/01/21 22:30,,,10.13,37.08,0.77,14,0.24,25.47,122.34,0,,1.95,1.12,62.41
14/01/21 23:30,,,7.41,30.36,0.76,17,0.21,24.5,121.48,0,,2.11,1.68,66.38
15/01/21 00:30,,,7.82,29.14,0.78,7,0.3,23.69,120.49,0,,2.55,3.45,70.58
15/01/21 01:30,,,6.32,27.14,0.62,9,0.33,23.33,121.38,0,,2.55,3.44,72.3
15/01/21 02:30,4,,5.48,27.54,0.51,7,0.28,23.26,121.77,0,,2.17,4.06,72.4
15/01/21 03:30,13,,6.01,25.53,0.35,8,0.18,22.86,116.13,0,,2.21,1.99,73.92
15/01/21 04:30,19,,4.74,27.09,0.64,9,0.11,22.53,127.61,0,,1.82,1.72,75.05
15/01/21 05:30,10,,6.49,25.92,0.52,9,0.25,22.42,118.73,0,,2.2,9.68,75.24
15/01/21 06:30,9,,8.41,24.77,0.42,10,0.28,24.18,127.48,0,,2.43,128.44,68.71
15/01/21 07:30,11,,8.7,27.72,0.43,8,2.33,25.42,118.57,0,,3.05,365.94,64.2
15/01/21 08:30,7,,8.1,30.55,0.6,8,0.34,26.32,123.49,0,,2.87,460.65,60.8
15/01/21 09:30,5,,6.03,37.65,0.88,6,0.35,28.22,112.67,0,,2.32,669.43,53.67
15/01/21 10:30,4,,7.37,40.57,0.6,8,0.23,28.88,96.76,0,,1.7,681.8,50.97
15/01/21 11:30,9,,5.81,45.72,0.73,7,0.32,29.83,110.93,0,,1.76,542.35,45.78
15/01/21 12:30,11,,7.03,51.42,0.44,9,0.33,30.21,86.48,0,,1.79,472.91,44.87
15/01/21 13:30,6,,6.53,49.29,0.76,8,0.38,30.98,92.52,0,,2,688.33,42.44
15/01/21 14:30,4,,5.64,47.33,0.64,7,0.27,32.21,73.41,0,,1.92,694.74,38.05
15/01/21 15:30,2,,7.97,46.6,0.41,8,0.3,30.84,113.91,0,,2.16,127.63,42.98
15/01/21 16:30,4,,13.11,41.39,0.43,10,0.45,28.41,149.38,18.4,,2.2,61.56,57.93
15/01/21 17:30,24,,44.88,15.32,0.34,9,0.93,21.84,302.75,14.2,,2.44,7.89,97.68
15/01/21 18:30,57,,59.31,6.26,0.64,16,1.55,22.18,313.3,0.6,,1.96,7.01,96.66
15/01/21 19:30,65,,54.37,5.16,1.19,14,2.01,22.81,296.37,0,,0.99,7.77,94.64
15/01/21 20:30,47,,37.42,10.42,0.97,10,0.65,23.13,283.14,0.2,,0.76,7.65,88.03
15/01/21 21:30,33,,48.91,2.33,1.46,11,0.98,23.27,319.05,0,,1.55,8.64,89.06
15/01/21 22:30,37,,31.12,12.02,1.71,10,0.53,22.66,297.48,0,,1.55,6.24,85.8
15/01/21 23:30,19,,25.65,9.47,1.04,9,0.46,22.21,100.59,0,,0.69,3.36,87.25
16/01/21 00:30,9,,20.45,13.95,0.17,8,0.32,22.86,130.24,0,,1.43,5.41,82.48
16/01/21 01:30,4,,8.15,22.87,0.12,8,0.2,22.9,131.89,0,,1.79,4.81,77.42
16/01/21 02:30,2,,6.26,24.83,0.45,7,0.2,22.57,125.83,0,,1.57,2.39,76.91
16/01/21 03:30,3,,9.43,23.81,0.2,3,0.16,22.41,131.87,0,,1.61,2.93,77.23
16/01/21 04:30,2,,4.89,27.28,0.29,4,0.16,22.49,130.17,0,,1.66,3.1,77.01
16/01/21 05:30,3,,6.17,23.4,0.13,6,0.17,22.46,120.27,0,,1.59,8.34,77.4
16/01/21 06:30,2,,9.74,20.34,0.06,7,0.32,22.73,120.51,0,,1.99,60.21,75.98
16/01/21 07:30,2,,9.14,23.13,0.01,4,0.24,23.24,117.89,0,,2.5,149.36,73.11
16/01/21 08:30,1,,7.68,26.79,0.01,5,0.23,23.95,119.68,0,,2.42,214.01,70.33
16/01/21 09:30,1,,7.05,27.34,0,9,0.37,25.06,116.45,0,,2.6,365.92,65.82
16/01/21 10:30,2,,7.65,32.79,0,8,0.2,26.15,115.49,0,,2.1,478.17,62.44
16/01/21 11:30,2,,7.08,36.51,0,8,0.2,26.9,115.67,0,,1.9,384.74,60.4
16/01/21 12:30,2,,5.05,35.7,0,7,0.2,27.79,114.28,0,,2.08,444.8,56.15
16/01/21 13:30,2,,5.04,36.12,0,6,0.2,28.26,116.41,0,,1.93,388.99,54.43
16/01/21 14:30,2,,3.95,30.83,0,5,0.19,27.85,120.66,0,,2.13,270.78,55.62
16/01/21 15:30,3,,5.48,30.97,0,5,0.25,28.18,120.12,0,,1.95,392.41,54.66
16/01/21 16:30,4,,3.73,32.43,0,7,0.19,28.57,114.1,0,,2.54,472.22,52.65
16/01/21 17:30,5,,8.11,33.61,0,6,0.26,27.6,116.91,0,,2.02,68.84,55.01
16/01/21 18:30,7,,11.25,29.84,0,6,0.39,26.68,115.62,0,,1.85,8.49,59.56
16/01/21 19:30,10,,11.45,30,0,6,0.35,25.96,118.18,0,,1.83,2.7,62.76
16/01/21 20:30,22,,12.13,25.14,0,16,0.33,25.25,114.12,0,,1.96,2.41,64.95
16/01/21 21:30,19,,11.87,24.25,0,9,0.27,24.5,117.49,0,,2.23,1.98,65.81
16/01/21 22:30,13,,10.36,23.36,0,8,0.28,24.03,124.8,0,,2.09,3.07,67.93
16/01/21 23:30,15,,7.09,21.51,0,11,0.25,23.61,126.63,0,,1.99,2.06,70.74
17/01/21 00:30,16,,7.32,23.02,0,9,0.27,23.16,126.88,0,,1.88,2.53,73.41
17/01/21 01:30,19,,6.84,23.42,0,5,0.27,22.85,129.52,0,,1.46,1.58,74.73
17/01/21 02:30,11,,4.36,27.63,0,9,0.25,22.54,123.37,0,,1.65,2.76,75.99
17/01/21 03:30,6,,3.59,27.04,0,6,0.23,22.64,115.78,0,,1.99,3.95,74.62
17/01/21 04:30,7,,3.23,29.31,0,4,0.21,22.55,120.68,0,,2.31,3.84,74.05
17/01/21 05:30,13,,4.29,28.43,0,10,0.23,22.47,118,0,,2.24,10.76,73.28
17/01/21 06:30,7,,6.17,27.12,0,7,0.25,22.87,116.3,0,,2.26,83.21,71.18
17/01/21 07:30,4,,5.04,29.44,0,5,0.25,23.77,118.46,0,,2.77,281.6,68.09
17/01/21 08:30,2,,4.23,32.87,0,6,0.24,25.27,121.76,0,,3.14,563.51,62.05
17/01/21 09:30,2,,4.71,37.2,0,11,0.29,26.75,121.17,0,,3.31,785.14,56.24
17/01/21 10:30,2,,5.53,37.38,0,7,0.34,27.6,111.82,0,,2.46,729.13,53.88
17/01/21 11:30,2,,3.61,40.09,0,6,0.24,28.57,110.9,0,,2.48,900.88,51.32
17/01/21 12:30,1,,3.96,41.13,0,5,0.23,29.49,125.24,0,,2.28,827.95,48.03
17/01/21 13:30,1,,3.57,41.94,0,7,0.24,29.98,118.81,0,,1.93,334.26,46.36
17/01/21 14:30,2,,2.88,39.53,0,6,0.22,30.32,123.12,0,,2.72,859.71,43.75
17/01/21 15:30,2,,3.2,41.56,0,6,0.21,30.35,119.84,0,,2.82,649.56,43.07
17/01/21 16:30,,,4.31,44.04,0,7,0.26,29.86,119.38,0,,3.06,374.67,43.28
17/01/21 17:30,,,5.35,40.1,0,7,0.25,28.29,120.61,0,,3.56,132.38,48.91
17/01/21 18:30,,,8.51,38.02,0,5,0.29,26.83,118.62,0,,2.69,11.35,53.33
17/01/21 19:30,,,11.68,35.32,0,10,0.32,25.95,115.48,0,,1.84,1.19,56.2
17/01/21 20:30,,,10.15,36.23,0,9,0.32,25.46,122.66,0,,2.21,1.37,58.4
17/01/21 21:30,,,8.84,39.42,0,11,0.31,24.82,124.16,0,,1.85,0.79,58.29
17/01/21 22:30,,,14.67,33.75,0,8,0.31,24.36,124.11,0,,1.59,0.78,55.98
17/01/21 23:30,,,13.37,27.89,0.01,9,0.29,24.04,129.45,0,,1.36,0.63,54.44
18/01/21 00:30,,,10.54,34.85,0.15,9,0.22,23.69,127.9,0,,1.34,0.84,55.39
18/01/21 01:30,,,12.86,32.44,0.3,5,0.19,23.2,121.27,0,,0.97,0.85,58.07
18/01/21 02:30,,,34.69,15.3,0.36,12,0.24,22.7,105.75,0,,1.37,0.88,61.3
18/01/21 03:30,,,11.14,33.22,0.24,13,0.21,22.53,107.18,0,,1.57,1.31,62.18
18/01/21 04:30,,,9.14,31.97,0.58,14,0.21,22.03,117.56,0,,1.82,0.95,63.12
18/01/21 05:30,,,12.61,27.67,0.78,11,0.21,21.45,114.45,0,,2.17,8.63,67.72
18/01/21 06:30,,,11.26,26.56,0.52,9,0.28,23.12,124.85,0,,2.48,115.7,65.77
18/01/21 07:30,,,7.88,29.86,0.18,10,0.37,24.4,121.48,0,,2.84,376.84,63.03
18/01/21 08:30,,,6.95,35,0.25,6,0.28,26.12,126.83,0,,2.71,683.39,56.52
18/01/21 09:30,,,5.57,41.1,0.26,4,0.29,27.42,121.8,0,,2.45,782.37,51.21
18/01/21 10:30,,,16.16,46.9,0.29,8,0.22,29.38,124.96,0,,2.12,973.82,45.38
18/01/21 11:30,,,9.08,54.83,0.27,10,0.32,30.07,73.93,0,,1.56,880.77,43.13
18/01/21 12:30,,,6.52,67,0.36,8,0.23,31.04,356.79,0,,1.62,943.9,38.6
18/01/21 13:30,,,7.12,61.2,0.43,8,0.26,31.34,40.22,0,,1.88,451.33,36.35
18/01/21 14:30,,,7.15,55.2,0.29,7,0.25,31.83,96.56,0,,1.71,779.78,33.96
18/01/21 15:30,,,6.07,57.17,0.29,11,0.22,31.9,50.01,0,,1.79,547.79,33.44
18/01/21 16:30,,,7.05,57.66,0.42,9,0.24,31.52,78.15,0,,1.7,398.53,33.3
18/01/21 17:30,,,10.55,52.98,0.46,8,0.32,31.11,110.63,0,,1.78,117.71,32.99
18/01/21 18:30,,,17.67,43.26,0.39,11,0.58,29.61,127.64,0,,1.98,9.86,39.84
18/01/21 19:30,4,,32.23,28.48,0.53,18,0.39,28.29,128.01,0,,2.1,0.41,41.66
18/01/21 20:30,8,,11.18,48.94,0.42,15,0.33,27.2,122.22,0,,2.03,0.44,43.59
18/01/21 21:30,13,,11.29,48.28,0.47,15,0.34,26.25,121.94,0,,1.86,0.56,48.36
18/01/21 22:30,8,,13.16,45.36,0.76,10,0.38,25.46,119.45,0,,1.79,0.6,52.79
18/01/21 23:30,5,,9.48,40.06,0.86,15,0.35,24.67,121.42,0,,1.44,0.58,55.27
19/01/21 00:30,14,,10.88,37.79,0.78,10,0.28,24.3,130.29,0,,1.44,0.65,55.57
19/01/21 01:30,39,,8.71,36.86,1.01,15,0.24,23.83,120.69,0,,1.25,0.38,54.96
19/01/21 02:30,33,,11.43,32.63,0.96,4,0.26,23,127.23,0,,0.83,0.34,54.44
19/01/21 03:30,,,21.12,24.72,0.71,14,0.26,22.52,122,0,,0.9,0.32,56.9
19/01/21 04:30,,,14.85,31.18,0.55,10,0.27,22.01,121.58,0,,1.62,0.92,59.95
19/01/21 05:30,,,13.6,28.53,0.64,16,0.4,21.95,112.88,0,,1.65,7.59,58.22
19/01/21 06:30,,,18.35,28.92,0.75,14,0.36,24.1,115.1,0,,2.29,113.44,55.32
19/01/21 07:30,,,10.89,31.73,0.71,9,0.6,25.37,120.84,0,,3.08,375.79,55.15
19/01/21 08:30,,,7.69,31.01,0.5,4,0.37,26.06,117.95,0,,3.74,701.02,56.31
19/01/21 09:30,,,6.7,34.78,0.71,11,0.31,28.46,116.37,0,,3,892.98,45.49
19/01/21 10:30,,,5.1,,0,9,,29.16,131.86,0,,3.19,988.49,42.41
19/01/21 11:30,23,,6.58,49.78,1.08,7,0.28,30.58,134.31,0,,2.9,1097.36,35.22
19/01/21 12:30,25,,5.37,50.5,0.98,7,0.22,31.45,138.07,0,,2.19,993.3,31.51
19/01/21 13:30,14,,5.82,54.78,1.01,5,0.21,32.59,123.53,0,,1.76,753.77,27.12
19/01/21 14:30,9,,8.69,64.46,1.11,3,0.26,32.33,127.03,0,,1.9,716.74,26.93
19/01/21 15:30,7,,8.99,73.86,1.14,4,0.22,32.5,130.1,0,,1.96,698.48,25.99
19/01/21 16:30,4,,7.18,63.58,1.51,8,0.25,32.32,116.17,0,,2.1,456.51,25.05
19/01/21 17:30,3,,9.73,60.21,1.64,8,0.31,31.48,121.28,0,,2.08,117.6,26.6
19/01/21 18:30,,,16.87,50.28,1.43,10,0.52,30.26,113.62,0,,2.12,9.91,31.51
19/01/21 19:30,,,20.69,42.23,1.17,13,0.54,29.02,120.12,0,,1.99,0.2,36.78
19/01/21 20:30,,,14.68,50.28,1.34,14,0.44,27.58,129.29,0,,2.5,0.67,48.61
19/01/21 21:30,,,10.66,44.15,1.69,10,0.39,26.71,134.18,0,,2.08,1.08,52.8
19/01/21 22:30,,,10.22,47.27,1.85,10,0.35,26.15,133.74,0,,2.04,0.68,52.91
19/01/21 23:30,,,10.75,36.72,1.39,8,0.34,25.41,140.79,0,,1.17,0.54,53.98
20/01/21 00:30,,,20.87,34.33,3.54,12,0.3,25.23,126.77,0,,1.38,0.47,49.6
20/01/21 01:30,,,9.64,39.43,2.41,9,0.31,24.57,106.63,0,,0.97,0.39,50.67
20/01/21 02:30,,,14.81,29.94,1.91,10,0.33,23.94,110.51,0,,1.35,0.44,54.97
20/01/21 03:30,,,8.67,36.8,1.29,9,0.32,23.24,109.71,0,,1.31,0.97,58.9
20/01/21 04:30,,,10.81,34.69,1.23,8,0.27,23.13,122.5,0,,1.88,0.71,59.57
20/01/21 05:30,,,7.49,36.95,0.58,9,0.25,22.56,126.84,0,,1.94,7.45,63.79
20/01/21 06:30,,,10.61,31.83,0.76,9,0.35,23.99,119.02,0,,2.62,110.91,61.45
20/01/21 07:30,,,9.02,33.44,0.61,12,0.4,25.54,119.1,0,,2.73,365.47,56.93
20/01/21 08:30,,,7.5,35.45,0.62,10,0.45,26.99,120.66,0,,2.86,683.54,51.61
20/01/21 09:30,,,5.98,33.3,0.82,8,0.47,28.61,122.04,0,,2.6,878.41,45.58
20/01/21 10:30,,,5.77,46.39,0.74,9,0.45,29.71,117.61,0,,2.78,992.05,40.78
20/01/21 11:30,,,5.46,48.16,0.88,10,0.35,31.07,123.66,0,,3.15,1141.26,32.59
20/01/21 12:30,,,6.02,52.39,1.17,7,0.29,32.15,119.49,0,,2.57,1050.04,29.48
20/01/21 13:30,,,5.02,60.15,1.15,5,0.3,32.14,123.17,0,,2.77,753.63,28.55
20/01/21 14:30,,,5.72,53.23,0.97,7,0.3,32.05,124.02,0,,2.55,796.01,28.5
20/01/21 15:30,,,6.01,64.78,1.05,6,0.34,31.99,129.31,0,,2.33,616.33,25.58
20/01/21 16:30,,,8.27,64.73,1,7,0.42,31.99,137.17,0,,2.6,475.77,27.42
20/01/21 17:30,,,10.2,59.2,0.6,9,0.34,31,129.13,0,,2.41,140.55,31.12
20/01/21 18:30,,,14.53,56.7,0.85,13,0.57,29.57,121.45,0,,2.38,10.75,34.72
20/01/21 19:30,,,15.04,50.9,1.32,13,0.45,28.18,128.54,0,,2.77,0.45,38.4
20/01/21 20:30,,,9.76,47.55,1.3,10,0.37,26.92,136,0,,2.62,0.5,39.12
20/01/21 21:30,,,10.92,47.03,32.04,8,0.33,26.39,128.18,0,,2.21,0.44,37.35
20/01/21 22:30,,,10.5,43.23,39.55,8,0.4,25.83,112.94,0,,1.49,0.1,37.79
20/01/21 23:30,,,9.14,39.23,39.28,9,0.45,25.11,111.55,0,,1.39,0.4,40.52
21/01/21 00:30,4,,7.1,43.49,9,7,0.2,24.78,110.37,0,,1.67,0.55,43.12
21/01/21 01:30,4,,6.24,43.83,3.72,7,0.19,24.45,99.94,0,,1.51,0.45,45.02
21/01/21 02:30,6,,9.57,45.96,2.96,8,0.24,24.17,108.5,0,,1.77,0.93,47.09
21/01/21 03:30,8,,7.89,38.44,2.59,12,0.28,23.66,97.35,0,,1.6,0.48,50.37
21/01/21 04:30,8,,8.29,30.27,3.2,14,0.3,22.65,121.58,0,,1.82,1.12,56.23
21/01/21 05:30,8,,11.81,25.44,3.24,11,0.33,21.89,128.28,0,,2.02,7.86,61.85
21/01/21 06:30,8,,12.35,25.02,1.78,12,0.47,22.38,118.95,0,,2.34,61.56,65.88
21/01/21 07:30,8,,10.45,28.16,1.67,11,0.3,22.83,113.59,0,,2.71,117.54,65.18
21/01/21 08:30,8,,8.06,30.64,1.35,10,0.31,23.86,118.93,0,,3.33,323.01,61.88
21/01/21 09:30,8,,5.65,38.47,1.07,7,0.26,26.34,125.62,0,,3.71,815.83,53.44
21/01/21 10:30,5,,5.73,36.97,1.27,,0.24,27.9,123.93,0,,3.82,1004.16,49.38
21/01/21 11:30,,,4.99,42.62,1.17,,0.3,29.25,117.16,0,,3.59,1091.75,44.82
21/01/21 12:30,,,4.37,46.65,2.01,,0.27,30.72,115.39,0,,3.32,1065.28,38.37
21/01/21 13:30,,,5.09,54.56,1.96,1,0.31,31.3,117.46,0,,3.31,786,36.29
21/01/21 14:30,,,5.48,59.23,1.74,10,0.3,31.69,119.99,0,,3.04,992.65,34.18
21/01/21 15:30,,,5.6,49.75,1.82,9,0.26,31.33,120.9,0,,3.37,660.06,33.63
21/01/21 16:30,,,6.75,50.35,1.78,6,0.25,30.67,118.63,0,,3.37,438.2,33.14
21/01/21 17:30,16,,8.51,47.06,1.71,10,0.35,29.68,121.64,0,,3.4,136.88,34.93
21/01/21 18:30,15,,14.02,37.8,1.88,17,0.39,28.42,120.64,0,,2.59,11.14,39.19
21/01/21 19:30,33,,11.36,37.05,1.87,10,0.33,27.38,129.48,0,,2.14,0.41,41.95
21/01/21 20:30,18,,10.66,33.08,1.89,10,0.33,26.69,118.79,0,,2.04,0.58,44.09
21/01/21 21:30,12,,9.21,36.66,2.12,15,0.33,26.31,128.28,0,,2.38,0.5,45.12
21/01/21 22:30,11,,10.27,33.42,2.27,14,0.32,25.52,115.24,0,,2.08,0.58,48.16
21/01/21 23:30,18,,10.32,24.63,1.83,13,0.27,24.97,110.41,0,,1.74,0.51,50.35
22/01/21 00:30,25,,11.51,29.83,4.07,10,0.2,24.42,105.66,0,,1.69,0.65,53.14
22/01/21 01:30,19,,7.64,30.28,33.67,11,0.22,24.07,106.56,0,,1.81,0.73,54.67
22/01/21 02:30,11,,5.1,29.65,19.95,12,0.24,23.6,113.21,0,,2.21,1.06,56.72
22/01/21 03:30,7,,5.83,28.52,9.85,16,0.28,22.74,122.42,0,,1.68,0.74,61.01
22/01/21 04:30,4,,7.11,25.33,6.83,9,0.3,21.92,121.46,0,,1.39,0.85,65.28
22/01/21 05:30,15,,10.9,20.95,34.31,10,0.3,21.69,120.4,0,,1.53,7.61,66.82
22/01/21 06:30,23,,12.08,22.43,101.59,12,0.39,23.51,117.65,0,,2,106.93,61.88
22/01/21 07:30,30,,8.73,26.61,83.31,8,0.51,24.93,132.43,0,,2.85,366.61,55.45
22/01/21 08:30,19,,6.33,32.66,,8,0.33,26.09,120.1,0,,3.41,695.27,48.39
22/01/21 09:30,15,,7.05,36.51,5.32,7,0.33,27.87,123.47,0,,3.15,875.92,42.41
22/01/21 10:30,32,,6.01,38.41,4.12,12,0.35,28.97,117.55,0,,3.01,1004.84,39.85
22/01/21 11:30,31,,4.77,45.24,3.31,8,0.31,30.41,118.37,0,,2.87,1188.81,37.45
22/01/21 12:30,17,,19.56,41.65,2.79,79,3.05,30.6,120.95,0,,2.88,718.61,36.88
22/01/21 13:30,142,,14.04,34.32,2.02,97,2.62,31.31,124.04,0,,3.26,719.39,34.56
22/01/21 14:30,195,,,35.8,2.17,172,4.97,31.46,119.53,0,,2.93,791.57,33.56
22/01/21 15:30,298,,,34.95,2.77,100,2.19,31.02,116.81,0,,2.93,584.14,34.03
22/01/21 16:30,243,,,36.51,4.1,14,1.12,30.59,118.26,0,,2.64,314.93,35.56
22/01/21 17:30,144,,,36.31,4.67,9,0.55,29.28,120.25,0,,2.99,89.43,40.39
22/01/21 18:30,73,,,38.06,4.64,12,0.47,28.07,123.43,0,,2.59,14.38,42.58
22/01/21 19:30,46,,,34.01,4.41,14,0.4,27.03,114.41,0,,2.08,0.84,48.61
22/01/21 20:30,23,,,30.14,3.76,13,,26.4,120.61,0,,2.09,1.06,51.07
22/01/21 21:30,20,,,27.27,3.91,12,,25.69,114.89,0,,1.57,0.72,53.76
22/01/21 22:30,29,,,26.01,3.93,20,,25.08,115.18,0,,1.75,0.89,56.76
22/01/21 23:30,35,,,31.98,3.71,16,,24.17,117.18,0,,2.43,1.31,61.06
23/01/21 00:30,21,,,37.13,3.4,17,,23.54,119,0,,2.3,1.71,65.48
23/01/21 01:30,31,,,35.85,3.28,11,,23.14,122.99,0,,1.96,1.53,68.74
23/01/21 02:30,16,,,31.67,2.64,10,,23,124.22,0,,2.35,3.43,70.64
23/01/21 03:30,13,,,29.64,2.58,9,,21.21,120.03,2.4,,1.6,5.18,88.19
23/01/21 04:30,26,,,31.42,2.26,7,,20.82,127.64,0.4,,1.26,5.63,91.75
23/01/21 05:30,32,,,28.77,2.17,11,,20.72,121.08,2.6,,1.59,6.58,91.54
23/01/21 06:30,17,,,35.52,1.84,8,,20.57,128.27,0.6,,1.58,38.27,90.69
23/01/21 07:30,16,,,29.92,1.71,7,,21.27,114.42,0,,2.13,115.93,85.12
23/01/21 08:30,9,,,31.46,1.68,11,,22.44,123.74,0,,2.32,273.48,76.46
23/01/21 09:30,5,,,35.97,1.48,10,,24.23,125.98,0,,2.99,609.64,63.28
23/01/21 10:30,4,,,39.55,1.04,10,,26.37,116.89,0,,2.94,893.67,54.97
23/01/21 11:30,4,,,46.39,1.17,9,,27.93,122.71,0,,3.08,885.41,46.22
23/01/21 12:30,3,,,45.77,1.33,13,,28.66,116.09,0,,2.99,867.95,42.74
23/01/21 13:30,3,,,49.73,1.06,12,,29.96,114.44,0,,2.94,789.79,37.31
23/01/21 14:30,2,,,58.15,0.96,10,,30.63,122.47,0,,2.69,986.36,34.62
23/01/21 15:30,2,,,57.56,1.06,12,,30.35,113.35,0,,2.58,712.55,36.21
23/01/21 16:30,1,,,58.61,0.65,17,,30.04,115.19,0,,2.77,441.96,37.91
23/01/21 17:30,10,,,58.49,0.92,12,,29.18,119.25,0,,2.79,94.81,39.37
